prompt,category,prompt_type,category_type,correct_res,incorrect_res,group_id,uuid,filled_prompt,accuracy,space_rt_correct,choice_rt_correct,retest_1_accuracy,retest_2_accuracy,retest_delta,gpt_4_accuracy,gpt_4_1_accuracy,gpt_4_o_accuracy,o3_accuracy,gemma_27b_logit_diff,gemma_2_2b_logit_diff,gemma_2_2b_it_logit_diff,trigram_freq,prompt_length,qk_gemma2_2b_it_L0_H0,qk_gemma2_2b_it_L0_H1,qk_gemma2_2b_it_L0_H2,qk_gemma2_2b_it_L0_H3,qk_gemma2_2b_it_L1_H0,qk_gemma2_2b_it_L1_H1,qk_gemma2_2b_it_L1_H2,qk_gemma2_2b_it_L1_H3,qk_gemma2_2b_it_L2_H0,qk_gemma2_2b_it_L2_H1,qk_gemma2_2b_it_L2_H2,qk_gemma2_2b_it_L2_H3,qk_gemma2_2b_it_L3_H0,qk_gemma2_2b_it_L3_H1,qk_gemma2_2b_it_L3_H2,qk_gemma2_2b_it_L3_H3,qk_gemma2_2b_it_L4_H0,qk_gemma2_2b_it_L4_H1,qk_gemma2_2b_it_L4_H2,qk_gemma2_2b_it_L4_H3,qk_gemma2_2b_it_L5_H0,qk_gemma2_2b_it_L5_H1,qk_gemma2_2b_it_L5_H2,qk_gemma2_2b_it_L5_H3,qk_gemma2_2b_it_L6_H0,qk_gemma2_2b_it_L6_H1,qk_gemma2_2b_it_L6_H2,qk_gemma2_2b_it_L6_H3,qk_gemma2_2b_it_L7_H0,qk_gemma2_2b_it_L7_H1,qk_gemma2_2b_it_L7_H2,qk_gemma2_2b_it_L7_H3,qk_gemma2_2b_it_L8_H0,qk_gemma2_2b_it_L8_H1,qk_gemma2_2b_it_L8_H2,qk_gemma2_2b_it_L8_H3,qk_gemma2_2b_it_L9_H0,qk_gemma2_2b_it_L9_H1,qk_gemma2_2b_it_L9_H2,qk_gemma2_2b_it_L9_H3,qk_gemma2_2b_it_L10_H0,qk_gemma2_2b_it_L10_H1,qk_gemma2_2b_it_L10_H2,qk_gemma2_2b_it_L10_H3,qk_gemma2_2b_it_L11_H0,qk_gemma2_2b_it_L11_H1,qk_gemma2_2b_it_L11_H2,qk_gemma2_2b_it_L11_H3,qk_gemma2_2b_it_L12_H0,qk_gemma2_2b_it_L12_H1,qk_gemma2_2b_it_L12_H2,qk_gemma2_2b_it_L12_H3,qk_gemma2_2b_it_L13_H0,qk_gemma2_2b_it_L13_H1,qk_gemma2_2b_it_L13_H2,qk_gemma2_2b_it_L13_H3,qk_gemma2_2b_it_L14_H0,qk_gemma2_2b_it_L14_H1,qk_gemma2_2b_it_L14_H2,qk_gemma2_2b_it_L14_H3,qk_gemma2_2b_it_L15_H0,qk_gemma2_2b_it_L15_H1,qk_gemma2_2b_it_L15_H2,qk_gemma2_2b_it_L15_H3,qk_gemma2_2b_it_L16_H0,qk_gemma2_2b_it_L16_H1,qk_gemma2_2b_it_L16_H2,qk_gemma2_2b_it_L16_H3,qk_gemma2_2b_it_L17_H0,qk_gemma2_2b_it_L17_H1,qk_gemma2_2b_it_L17_H2,qk_gemma2_2b_it_L17_H3,qk_gemma2_2b_it_L18_H0,qk_gemma2_2b_it_L18_H1,qk_gemma2_2b_it_L18_H2,qk_gemma2_2b_it_L18_H3,qk_gemma2_2b_it_L19_H0,qk_gemma2_2b_it_L19_H1,qk_gemma2_2b_it_L19_H2,qk_gemma2_2b_it_L19_H3,qk_gemma2_2b_it_L20_H0,qk_gemma2_2b_it_L20_H1,qk_gemma2_2b_it_L20_H2,qk_gemma2_2b_it_L20_H3,qk_gemma2_2b_it_L21_H0,qk_gemma2_2b_it_L21_H1,qk_gemma2_2b_it_L21_H2,qk_gemma2_2b_it_L21_H3,qk_gemma2_2b_it_L22_H0,qk_gemma2_2b_it_L22_H1,qk_gemma2_2b_it_L22_H2,qk_gemma2_2b_it_L22_H3,qk_gemma2_2b_it_L23_H0,qk_gemma2_2b_it_L23_H1,qk_gemma2_2b_it_L23_H2,qk_gemma2_2b_it_L23_H3,prompt_key,filled_prompt_key,n_obs_round_1,n_obs_round_2
Ali is directly South of Milwaukee. Ali walks West. Ali is BLANK Milwaukee.,geocentric_distant,target,geocentric_distant_target,Southwest,Northeast,011d7d7d-c4a2-4906-a091-47a79f98cb38,6db25744-094e-4e55-a59d-0aa64ec322c3,Ali is directly South of Milwaukee. Ali walks West. Ali is Southwest of Milwaukee.,0.904761904761905,7185.12999997959,4118.5666668533,,,,0,1,1,1,4.0,0.0,0.19047619047619,4.147333333333333,82,0.494140625,0.06298828125,-2.78125,-0.04833984375,-0.65625,0.419921875,-0.5546875,-0.3359375,-0.83203125,0.462890625,-0.318359375,-0.220703125,-0.359375,1.015625,-1.15625,-0.357421875,-0.294921875,0.1318359375,0.1435546875,0.294921875,-0.1787109375,0.56640625,-0.72265625,-0.01434326171875,-0.10400390625,0.07421875,-0.166015625,0.01190185546875,0.310546875,-0.376953125,-0.1748046875,0.24609375,-0.640625,-0.224609375,0.11474609375,-0.09423828125,0.12353515625,-0.7109375,-0.32421875,0.08544921875,0.2109375,-0.2890625,-0.330078125,0.37890625,-0.361328125,-0.029541015625,0.6953125,-0.61328125,0.400390625,-0.07080078125,0.138671875,0.478515625,0.1640625,-0.26953125,-0.171875,-0.236328125,-0.443359375,0.26953125,-1.0546875,-0.0220947265625,-1.53125,-0.21484375,0.65625,0.6328125,0.62109375,0.58984375,-0.0198974609375,0.1357421875,-0.2734375,0.236328125,0.94140625,0.3125,0.1416015625,-0.52734375,-0.044677734375,-0.004638671875,-0.53125,0.734375,0.390625,0.265625,-0.1689453125,-0.1796875,0.1474609375,-0.1572265625,0.1689453125,-0.248046875,-0.66796875,0.77734375,-0.177734375,-0.2021484375,-0.431640625,-0.1005859375,0.236328125,-0.7734375,0.173828125,-0.416015625,Ali is directly South of Milwaukee. Ali walks West. Ali is BLANK Milwaukee.,Ali is directly South of Milwaukee. Ali walks West. Ali is Southwest of Milwaukee.,21,0
Ali is facing Chicago. Ali turns left. Chicago is BLANK Ali.,egocentric_distant,target,egocentric_distant_target,right of,left of,,a3bdec9e-f0a7-48ea-b522-a1648fc244b2,Ali is facing Chicago. Ali turns left. Chicago is right of Ali.,0.761904761904762,6911.0700002037,4922.99090921845,0.4,1.0,0.666666666666667,0,1,1,1,3.875,,,4.53076923076923,63,0.58984375,0.055419921875,-2.796875,-0.07763671875,-0.73046875,0.392578125,-0.55859375,-0.345703125,-0.75,0.453125,-0.310546875,-0.265625,-0.408203125,1.03125,-1.2109375,-0.58984375,-0.33984375,0.0693359375,0.19921875,0.287109375,-0.1591796875,0.5546875,-0.5859375,-0.038330078125,-0.0267333984375,0.031494140625,-0.2236328125,-0.1513671875,0.265625,-0.41796875,-0.038330078125,0.314453125,-0.578125,-0.1630859375,-0.0419921875,-0.1337890625,0.1533203125,-0.71484375,-0.310546875,0.09326171875,0.220703125,-0.25390625,-0.294921875,0.34765625,-0.416015625,0.07958984375,0.66015625,-0.58984375,0.404296875,-0.045166015625,0.099609375,0.5390625,0.1494140625,-0.37109375,-0.28125,-0.21875,-0.447265625,0.25,-1.078125,-0.08935546875,-1.4921875,-0.1484375,0.69921875,0.58203125,0.65625,0.498046875,0.0250244140625,0.0712890625,-0.34765625,0.267578125,0.9375,0.2138671875,0.1708984375,-0.482421875,-0.109375,0.053466796875,-0.48046875,0.68359375,0.265625,0.208984375,-0.171875,-0.1337890625,0.154296875,-0.181640625,0.201171875,-0.1279296875,-0.6953125,0.875,-0.1904296875,-0.205078125,-0.478515625,-0.1748046875,0.23828125,-0.7578125,0.1533203125,-0.408203125,Ali is facing Chicago. Ali turns left. Chicago is BLANK Ali.,Ali is facing Chicago. Ali turns left. Chicago is right of Ali.,21,16
Ali is facing Chicago. Ali turns right. Chicago is BLANK Ali.,egocentric_distant,target,egocentric_distant_target,left of,right of,,b054c9a8-8ae5-42ae-8771-d39aa8c11479,Ali is facing Chicago. Ali turns right. Chicago is left of Ali.,0.636363636363636,4929.40999993682,3227.27272724292,0.8,0.666666666666667,0.75,0,0,1,1,-0.75,,,4.509230769230769,63,0.5859375,0.038330078125,-2.796875,-0.0849609375,-0.734375,0.380859375,-0.56640625,-0.337890625,-0.765625,0.44921875,-0.291015625,-0.2734375,-0.416015625,1.015625,-1.203125,-0.58984375,-0.341796875,0.058837890625,0.197265625,0.287109375,-0.15625,0.5546875,-0.58984375,-0.04541015625,-0.0291748046875,0.021728515625,-0.2275390625,-0.1494140625,0.25,-0.408203125,-0.048828125,0.3046875,-0.58203125,-0.169921875,-0.0264892578125,-0.146484375,0.1416015625,-0.7265625,-0.314453125,0.1005859375,0.216796875,-0.251953125,-0.298828125,0.3203125,-0.42578125,0.06787109375,0.65234375,-0.578125,0.38671875,-0.07421875,0.10205078125,0.51171875,0.154296875,-0.34765625,-0.275390625,-0.2216796875,-0.443359375,0.267578125,-1.078125,-0.10302734375,-1.5,-0.1552734375,0.68359375,0.58984375,0.6484375,0.4921875,0.043212890625,0.0751953125,-0.341796875,0.265625,0.9296875,0.203125,0.162109375,-0.4765625,-0.09716796875,0.04443359375,-0.478515625,0.6953125,0.248046875,0.205078125,-0.173828125,-0.14453125,0.142578125,-0.17578125,0.2021484375,-0.1318359375,-0.6953125,0.859375,-0.1865234375,-0.2109375,-0.484375,-0.1708984375,0.2470703125,-0.74609375,0.158203125,-0.39453125,Ali is facing Chicago. Ali turns right. Chicago is BLANK Ali.,Ali is facing Chicago. Ali turns right. Chicago is left of Ali.,11,14
Ali is facing away from Chicago. Ali turns 180 degrees. Chicago is BLANK Ali.,egocentric_distant,target,egocentric_distant_target,in front of,behind,25ed1dae-2cf4-4858-b04d-b2895d5d0a9b,1f71220f-143b-47e2-af21-1fe43dec7c37,Ali is facing away from Chicago. Ali turns 180 degrees. Chicago is in front of Ali.,0.8,7172.13749999879,2250.22500000359,,,,0,1,1,1,2.375,0.0,-0.0125,4.413529411764706,83,0.5703125,0.1044921875,-2.71875,-0.06005859375,-0.7109375,0.263671875,-0.66015625,-0.32421875,-0.703125,0.341796875,-0.388671875,-0.1591796875,-0.373046875,0.99609375,-1.1328125,-0.56640625,-0.326171875,0.1650390625,0.14453125,0.23046875,-0.1767578125,0.458984375,-0.546875,-0.0634765625,-0.13671875,0.130859375,-0.1591796875,-0.0341796875,0.23046875,-0.392578125,-0.050537109375,0.345703125,-0.76171875,-0.330078125,0.1474609375,-0.12109375,0.076171875,-0.625,-0.37890625,0.04248046875,0.2177734375,-0.267578125,-0.279296875,0.3671875,-0.443359375,0.048583984375,0.66796875,-0.462890625,0.314453125,-0.12255859375,0.1640625,0.5078125,0.103515625,-0.318359375,-0.25390625,-0.2451171875,-0.56640625,0.369140625,-0.7578125,-0.1416015625,-1.640625,-0.1513671875,0.7109375,0.57421875,0.55859375,0.56640625,0.0126953125,0.1376953125,-0.416015625,0.31640625,0.9921875,0.337890625,0.09521484375,-0.6328125,0.087890625,0.17578125,-0.546875,0.67578125,0.28515625,0.251953125,-0.19921875,-0.0908203125,0.072265625,-0.140625,0.1669921875,-0.2431640625,-0.494140625,0.75390625,-0.275390625,-0.095703125,-0.470703125,-0.275390625,0.2197265625,-0.7890625,0.10693359375,-0.48046875,Ali is facing away from Chicago. Ali turns 180 degrees. Chicago is BLANK Ali.,Ali is facing away from Chicago. Ali turns 180 degrees. Chicago is in front of Ali.,20,0
Ali is facing away from Chicago. Ali turns around. Chicago is BLANK Ali.,egocentric_distant,target,egocentric_distant_target,in front of,behind,4e6b1817-fcd6-4e24-9024-2d19f8bfe47a,49a33aab-df02-4990-beab-2a4f987d1064,Ali is facing away from Chicago. Ali turns around. Chicago is in front of Ali.,0.636363636363636,3704.90999999587,1399.19999995387,1.0,1.0,1.0,0,1,1,1,8.5625,0.0,-0.23030303030303,4.5893749999999995,78,0.58984375,0.09033203125,-2.734375,-0.08154296875,-0.71875,0.310546875,-0.625,-0.375,-0.73828125,0.34765625,-0.345703125,-0.1884765625,-0.373046875,1.03125,-1.1484375,-0.53125,-0.3671875,0.1513671875,0.1796875,0.267578125,-0.1845703125,0.51953125,-0.55859375,-0.03955078125,-0.062255859375,0.045166015625,-0.26953125,-0.09130859375,0.259765625,-0.40625,-0.04833984375,0.33203125,-0.6484375,-0.302734375,0.05517578125,-0.1064453125,0.123046875,-0.65625,-0.359375,0.07470703125,0.2138671875,-0.283203125,-0.302734375,0.32421875,-0.431640625,0.07568359375,0.64453125,-0.5,0.35546875,-0.15625,0.1318359375,0.55859375,0.1103515625,-0.337890625,-0.2431640625,-0.2255859375,-0.4765625,0.361328125,-0.8125,-0.08349609375,-1.5703125,-0.193359375,0.71484375,0.58203125,0.57421875,0.482421875,-0.0291748046875,0.1552734375,-0.33203125,0.3046875,1.0078125,0.314453125,0.1259765625,-0.546875,0.006256103515625,0.10693359375,-0.515625,0.703125,0.326171875,0.296875,-0.166015625,-0.1025390625,0.061767578125,-0.197265625,0.185546875,-0.2412109375,-0.55859375,0.76953125,-0.23828125,-0.1142578125,-0.5078125,-0.189453125,0.25390625,-0.79296875,0.140625,-0.408203125,Ali is facing away from Chicago. Ali turns around. Chicago is BLANK Ali.,Ali is facing away from Chicago. Ali turns around. Chicago is in front of Ali.,11,12
Ali is facing away from Chicago. Ali turns left. Chicago is BLANK Ali.,egocentric_distant,target,egocentric_distant_target,left of,right of,f9301085-b253-4c4e-830f-4ab739ba6ab7,3324abf7-6438-42bf-b7c2-6d54a58c5647,Ali is facing away from Chicago. Ali turns left. Chicago is left of Ali.,0.6,4871.18888888901,4086.39000000041,0.75,0.0,0.6,0,0,1,1,-2.125,0.0,0.1,4.5600000000000005,72,0.6015625,0.06396484375,-2.765625,-0.0849609375,-0.73828125,0.376953125,-0.5859375,-0.36328125,-0.7421875,0.42578125,-0.3203125,-0.271484375,-0.400390625,1.0234375,-1.1953125,-0.59765625,-0.32421875,0.09814453125,0.1884765625,0.28125,-0.1513671875,0.57421875,-0.59765625,-0.04638671875,-0.055908203125,0.037841796875,-0.2392578125,-0.1416015625,0.2431640625,-0.41015625,-0.05810546875,0.29296875,-0.6015625,-0.26953125,-0.005950927734375,-0.158203125,0.1455078125,-0.69140625,-0.328125,0.10205078125,0.220703125,-0.265625,-0.294921875,0.330078125,-0.42578125,0.0703125,0.65625,-0.55078125,0.349609375,-0.181640625,0.1171875,0.48828125,0.1484375,-0.380859375,-0.271484375,-0.2451171875,-0.474609375,0.345703125,-0.96484375,-0.0810546875,-1.578125,-0.1826171875,0.68359375,0.63671875,0.609375,0.51171875,0.01953125,0.12060546875,-0.361328125,0.263671875,0.94921875,0.337890625,0.1572265625,-0.52734375,-0.041748046875,0.0966796875,-0.52734375,0.64453125,0.302734375,0.2490234375,-0.1767578125,-0.1416015625,0.11328125,-0.1513671875,0.216796875,-0.142578125,-0.58984375,0.8203125,-0.1923828125,-0.1328125,-0.45703125,-0.17578125,0.25390625,-0.78515625,0.12060546875,-0.4140625,Ali is facing away from Chicago. Ali turns left. Chicago is BLANK Ali.,Ali is facing away from Chicago. Ali turns left. Chicago is left of Ali.,20,16
Ali is facing away from Chicago. Ali turns right. Chicago is BLANK Ali.,egocentric_distant,target,egocentric_distant_target,right of,left of,f6274b9f-b9c9-46d3-939e-59068bccaeeb,b11ffacc-e96b-4806-84c4-6252d4c8bf41,Ali is facing away from Chicago. Ali turns right. Chicago is right of Ali.,0.5625,3468.24999998721,2399.34285719054,0.6,0.4,0.5,0,0,1,1,3.1875,0.0,-0.346590909090909,4.589333333333332,74,0.59765625,0.044677734375,-2.765625,-0.0927734375,-0.7421875,0.35546875,-0.59375,-0.365234375,-0.75,0.427734375,-0.3046875,-0.2890625,-0.412109375,1.0078125,-1.1796875,-0.58984375,-0.330078125,0.08837890625,0.185546875,0.279296875,-0.1591796875,0.58984375,-0.58203125,-0.06884765625,-0.052001953125,0.060302734375,-0.2138671875,-0.1357421875,0.25390625,-0.40625,-0.05810546875,0.30859375,-0.578125,-0.232421875,-0.007080078125,-0.1611328125,0.1533203125,-0.69140625,-0.318359375,0.08251953125,0.2275390625,-0.265625,-0.322265625,0.3359375,-0.427734375,0.076171875,0.66796875,-0.578125,0.361328125,-0.1591796875,0.1416015625,0.51171875,0.150390625,-0.404296875,-0.275390625,-0.2490234375,-0.44921875,0.341796875,-0.94140625,-0.06494140625,-1.5625,-0.171875,0.69140625,0.625,0.6171875,0.51953125,0.00439453125,0.12255859375,-0.35546875,0.279296875,0.98046875,0.341796875,0.1591796875,-0.5390625,-0.07421875,0.10546875,-0.51953125,0.62890625,0.3125,0.2373046875,-0.1787109375,-0.1357421875,0.1103515625,-0.146484375,0.2109375,-0.1728515625,-0.61328125,0.81640625,-0.1953125,-0.1201171875,-0.44921875,-0.171875,0.244140625,-0.7890625,0.125,-0.435546875,Ali is facing away from Chicago. Ali turns right. Chicago is BLANK Ali.,Ali is facing away from Chicago. Ali turns right. Chicago is right of Ali.,16,18
Ali is facing away from Mark. Ali turns around. Ali is facing BLANK Mark.,two_refs_egocentric,target,two_refs_egocentric_target,towards,away from,4c1e541d-3400-4b6a-844a-e58d31345913,76091802-029e-4825-a487-13aabb64f293,Ali is facing away from Mark. Ali turns around. Ali is facing towards Mark.,0.85,4980.88999991864,1382.09999999199,,,,1,1,1,1,15.25,1.0,0.135714285714286,4.430666666666667,75,0.56640625,0.091796875,-2.71875,-0.050537109375,-0.71484375,0.36328125,-0.51953125,-0.40625,-0.796875,0.40625,-0.37109375,-0.25,-0.376953125,1.078125,-1.1875,-0.546875,-0.3828125,0.08056640625,0.1845703125,0.28125,-0.1669921875,0.50390625,-0.57421875,-0.042724609375,-0.0791015625,-0.03466796875,-0.345703125,-0.018798828125,0.275390625,-0.33203125,-0.025390625,0.279296875,-0.59375,-0.29296875,0.0712890625,-0.0966796875,0.11376953125,-0.7421875,-0.345703125,0.068359375,0.234375,-0.271484375,-0.333984375,0.353515625,-0.412109375,-0.0084228515625,0.6640625,-0.62890625,0.4296875,-0.076171875,0.1494140625,0.64453125,0.1494140625,-0.28125,-0.22265625,-0.31640625,-0.486328125,0.34765625,-0.875,-0.054931640625,-1.5546875,-0.158203125,0.70703125,0.58984375,0.6640625,0.5859375,-0.1259765625,0.138671875,-0.3125,0.296875,1.046875,0.28515625,0.1455078125,-0.62109375,-0.1591796875,0.1875,-0.490234375,0.78125,0.421875,0.267578125,-0.2021484375,-0.0693359375,0.061767578125,-0.0556640625,0.173828125,-0.25390625,-0.5703125,0.73046875,-0.2734375,-0.08544921875,-0.58203125,-0.11669921875,0.2099609375,-0.8046875,0.06787109375,-0.443359375,Ali is facing away from Mark. Ali turns around. Ali is facing BLANK Mark.,Ali is facing away from Mark. Ali turns around. Ali is facing towards Mark.,20,0
Ali is facing away from Milwaukee. Ali turns 180 degrees. Ali is facing BLANK Milwaukee.,egocentric_distant,target,egocentric_distant_target,towards,away from,f993b7dc-a72d-44d7-9957-c61d5592bc3e,d96621cb-4925-459d-b156-27a8a3456a19,Ali is facing away from Milwaukee. Ali turns 180 degrees. Ali is facing towards Milwaukee.,0.714285714285714,6244.9249999891,1225.4111110953,1.0,1.0,1.0,1,1,1,1,16.875,1.0,-0.0476190476190476,4.043125,90,0.546875,0.10693359375,-2.671875,-0.044189453125,-0.71484375,0.267578125,-0.6015625,-0.37109375,-0.73828125,0.37890625,-0.419921875,-0.240234375,-0.353515625,1.03125,-1.1796875,-0.5625,-0.31640625,0.1083984375,0.1396484375,0.2333984375,-0.1474609375,0.46875,-0.5625,-0.08056640625,-0.142578125,0.076171875,-0.1884765625,0.007171630859375,0.2353515625,-0.38671875,-0.0537109375,0.279296875,-0.7421875,-0.318359375,0.1513671875,-0.10400390625,0.0537109375,-0.69140625,-0.341796875,0.0380859375,0.2216796875,-0.2734375,-0.2890625,0.412109375,-0.408203125,-0.02734375,0.6875,-0.55078125,0.37890625,-0.0810546875,0.1982421875,0.6015625,0.134765625,-0.291015625,-0.2412109375,-0.294921875,-0.60546875,0.36328125,-0.8125,-0.06494140625,-1.5546875,-0.0966796875,0.6796875,0.609375,0.625,0.68359375,0.0198974609375,0.0703125,-0.455078125,0.2890625,1.0234375,0.271484375,0.08154296875,-0.6640625,0.0673828125,0.216796875,-0.578125,0.67578125,0.3515625,0.2080078125,-0.212890625,-0.08544921875,0.0625,-0.06640625,0.140625,-0.2177734375,-0.4765625,0.73046875,-0.298828125,-0.091796875,-0.47265625,-0.2216796875,0.1826171875,-0.78515625,0.033447265625,-0.435546875,Ali is facing away from Milwaukee. Ali turns 180 degrees. Ali is facing BLANK Milwaukee.,Ali is facing away from Milwaukee. Ali turns 180 degrees. Ali is facing towards Milwaukee.,21,11
Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,egocentric_distant,target,egocentric_distant_target,towards,away from,b5aca2cb-80b5-4fe6-b111-c04c5d8caa1e,794ebfff-f43c-4c48-8cfc-65c1fe1c76e0,Ali is facing away from Milwaukee. Ali turns around. Ali is facing towards Milwaukee.,1.0,3805.77999998573,1217.45999999531,,,,1,1,1,1,16.75,1.0,0.266666666666667,4.1899999999999995,85,0.5625,0.0927734375,-2.6875,-0.06494140625,-0.72265625,0.31640625,-0.56640625,-0.423828125,-0.78125,0.38671875,-0.384765625,-0.28125,-0.353515625,1.0625,-1.203125,-0.53125,-0.35546875,0.08837890625,0.1787109375,0.26953125,-0.1572265625,0.52734375,-0.5859375,-0.06201171875,-0.07373046875,-0.0205078125,-0.31640625,-0.0308837890625,0.27734375,-0.38671875,-0.05126953125,0.26953125,-0.62109375,-0.291015625,0.044677734375,-0.0859375,0.11328125,-0.7265625,-0.326171875,0.06396484375,0.2275390625,-0.27734375,-0.310546875,0.38671875,-0.40234375,-0.01007080078125,0.6640625,-0.609375,0.42578125,-0.0595703125,0.1796875,0.63671875,0.1416015625,-0.283203125,-0.2216796875,-0.27734375,-0.498046875,0.322265625,-0.84765625,-0.0260009765625,-1.53125,-0.1513671875,0.70703125,0.62109375,0.65625,0.62109375,-0.040771484375,0.10302734375,-0.349609375,0.271484375,1.0234375,0.26171875,0.1279296875,-0.58984375,-0.0301513671875,0.1611328125,-0.54296875,0.71875,0.3984375,0.251953125,-0.181640625,-0.09619140625,0.056640625,-0.10791015625,0.1669921875,-0.193359375,-0.546875,0.7578125,-0.263671875,-0.11865234375,-0.498046875,-0.12255859375,0.212890625,-0.80078125,0.040771484375,-0.37109375,Ali is facing away from Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,Ali is facing away from Milwaukee. Ali turns around. Ali is facing towards Milwaukee.,11,0
Ali is facing towards Mark. Ali turns around. Ali is facing BLANK Mark.,two_refs_egocentric,target,two_refs_egocentric_target,away,towards,4a5d8a52-40f3-48f8-bec7-52fea52f6066,15f7aaca-0828-405a-ae37-1c872c41f911,Ali is facing towards Mark. Ali turns around. Ali is facing away from Mark.,0.7,6435.40000000619,959.785714280126,0.8,0.666666666666667,0.75,1,1,1,1,10.625,0.0,0.0125,4.430666666666667,75,0.5546875,0.0849609375,-2.703125,-0.0294189453125,-0.69921875,0.390625,-0.462890625,-0.36328125,-0.8203125,0.423828125,-0.365234375,-0.1748046875,-0.37890625,1.078125,-1.1796875,-0.5546875,-0.388671875,0.06591796875,0.15234375,0.291015625,-0.185546875,0.44921875,-0.5703125,0.00909423828125,-0.056884765625,-0.035400390625,-0.34375,-0.03662109375,0.291015625,-0.318359375,-0.03955078125,0.2890625,-0.5625,-0.2451171875,0.06494140625,-0.10791015625,0.115234375,-0.7265625,-0.345703125,0.0703125,0.244140625,-0.259765625,-0.326171875,0.36328125,-0.408203125,-0.0308837890625,0.68359375,-0.6875,0.439453125,-0.040771484375,0.150390625,0.6015625,0.1513671875,-0.275390625,-0.20703125,-0.279296875,-0.447265625,0.33203125,-0.98046875,-0.07177734375,-1.484375,-0.08154296875,0.6953125,0.578125,0.6484375,0.5625,-0.08056640625,0.1298828125,-0.28125,0.306640625,1.03125,0.318359375,0.140625,-0.62109375,-0.119140625,0.173828125,-0.421875,0.76953125,0.44921875,0.267578125,-0.1962890625,-0.12451171875,0.11572265625,-0.051513671875,0.1767578125,-0.267578125,-0.61328125,0.734375,-0.2451171875,-0.07763671875,-0.5546875,-0.107421875,0.23046875,-0.77734375,0.0859375,-0.423828125,Ali is facing towards Mark. Ali turns around. Ali is facing BLANK Mark.,Ali is facing towards Mark. Ali turns around. Ali is facing away from Mark.,20,16
Ali is facing towards Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,egocentric_distant,target,egocentric_distant_target,away from,towards,37ab2636-2b2c-4d4b-b749-4d3b693adb31,0bec34e7-b142-48f7-aef9-0961a9111919,Ali is facing towards Milwaukee. Ali turns around. Ali is facing away from Milwaukee.,0.9375,6259.23999999128,1288.04444444863,,,,0,1,1,1,10.75,-1.0,0.119318181818182,4.19,85,0.55859375,0.08544921875,-2.6875,-0.051513671875,-0.70703125,0.326171875,-0.53125,-0.400390625,-0.7890625,0.388671875,-0.384765625,-0.251953125,-0.353515625,1.0546875,-1.1875,-0.55078125,-0.357421875,0.08740234375,0.173828125,0.263671875,-0.1669921875,0.5078125,-0.59765625,-0.04638671875,-0.0625,-0.021728515625,-0.3125,-0.0174560546875,0.283203125,-0.396484375,-0.055419921875,0.265625,-0.62109375,-0.2734375,0.064453125,-0.0908203125,0.09765625,-0.7265625,-0.345703125,0.06787109375,0.224609375,-0.267578125,-0.29296875,0.380859375,-0.41015625,0.010009765625,0.67578125,-0.59765625,0.423828125,-0.035400390625,0.1845703125,0.58203125,0.138671875,-0.2333984375,-0.21875,-0.275390625,-0.48828125,0.318359375,-0.91015625,-0.04052734375,-1.4765625,-0.08154296875,0.71484375,0.60546875,0.66796875,0.6171875,-0.022216796875,0.1015625,-0.302734375,0.27734375,1.015625,0.3125,0.126953125,-0.58984375,0.00738525390625,0.1591796875,-0.4765625,0.71484375,0.4296875,0.263671875,-0.16796875,-0.14453125,0.10009765625,-0.1201171875,0.181640625,-0.203125,-0.578125,0.75,-0.220703125,-0.12890625,-0.50390625,-0.1220703125,0.232421875,-0.78125,0.0869140625,-0.373046875,Ali is facing towards Milwaukee. Ali turns around. Ali is facing BLANK Milwaukee.,Ali is facing towards Milwaukee. Ali turns around. Ali is facing away from Milwaukee.,16,0
